,ID,Isi_Tweet,Sentimen
559,-1480601588,pru syariah ajak partai islam usung capres jk apresiasi wacana pks islamedia pks mengajak partai politik islam call,1
560,-38894057,mantan wakil presiden jusuf kalla jk setuju golf dilarang pejabat negara,0
561,-1722280914,fajarkurnianto ahlaaulia presiden banget membenahi jakarta doubt,1
562,2042836497,andywindarto capres jokowi adlah pelampung penyelamat pdip pertimbangan pragmatis belaka pd pdip,1
563,1378869959,rt ardianasmar andywindarto capres jokowi adlah pelampung penyelamat pdip pertimbangan pragmatis belaka pd pdip,1
564,-1513568652,sekjenpd anisbaswedan capres pd kalahkan capres jokowi randenjoe happynurw masbedjo samuelkoto,0
565,-1352185565,jeblok survei pks ajukan capres dahlan tolol,-1
566,715729877,sekjenpd anisbaswedan capres pd kalahkan capres jokowi herdianov onaldart,0
567,367865230,sekjen pd anis baswedan capres pd kalahkan capres jokowi wirosabun nonellen ketoprakireng edodanu,0
568,1628747522,sekjen pd anis baswedan capres pd kalahkan capres jokowi prorepublik,0
569,-1589236091,rt sekjen pd anis baswedan capres pd kalahkan capres jokowi prorep,0
570,-1334919903,anis hati sekjen pd anis baswedan capres pd kalahkan capres jokowi,0
571,418731205,jokowi capres jusuf kalla cawapresnya cucok,1
572,1871232335,capres jokowi dinilai terbendung,1
573,1980887579,rt jokowi capres jusuf kalla cawapresnya cucok,1
574,1991962499,askfarhat jual biar memilih presiden jokowi kn udah act nya hitamputihid,-1
575,1249059145,citramaulidaagd citra luh belom beli foto pancasila kamis udah nilai kelasnya,0
576,-2014063316,jokoswedan jokowedan turuntangan capres cawapres aniesbaswedan ok ugm,0
577,1020646956,rt adimuliapradana jokoswedan jokowedan turuntangan capres cawapres aniesbaswedan ok ugm,0
578,-286734200,anggitadiwijaya bu mega pensiun pencalonan presiden jokowi figur menonjol pdi,-1
579,-849646380,nol banget otakku politik tp pengennnya anies baswedan presiden jokowi nata jakarta,1
580,1058072812,capres udah aja aniesbaswedan,-1
581,1653180764,jokonies jokonis jokowedan jokoswedan intinya turuntangan capres anies baswedan duet maut,1
582,1161566664,rt betynurbaety capres udah aja aniesbaswedan,-1
583,-978896345,ramlirizal says capres jokowi would hit whole campaign ambitions indonesia,0
584,-2051740558,fakhmuda bagus pdi p ngga kursi wakil kursi capres jokowi aja dapet ijin dr bu hehehe,-1
585,1757360240,mengkondisikan pemisahan capres arb golkar lo,-1
586,683358511,presiden wakil aniesbaswedan mentri agama komarudin mentri negeri tri rismawati mentri daerah tertinggal rustriningsih,1
587,-1478440993,rt akbarbern anies presiden jokowi gubernur jakarta total havock bernapas tanah deh tuh preman koruptor,-1
588,-766953530,rt fakhmuda presiden wakil aniesbaswedan mentri agama komarudin mentri negeri tri rismawati mentri daerah tertingga,1
589,1833249399,cocok jdi capres kerja methal industri jaktvcom trendjak,1
590,-506021590,detikcom beliau layak jd mendagri dg presiden jokowi,1
591,-2095124975,pdip deklarasi capres jokowi sblm pileg suka tdk suka musti pilih pdip pileg dpr herilatief gimanabro,1
592,1681640358,terpaksa sih jokowi capres independen masbedjo pdip capres jokowi musti pilih pdip dpr herilatief gimanabro,1
593,-1828591843,presiden jokowi bukti pemimpin skrg yg bwt kecewa masyarakat menemukan sosok yg bsa membuktikan dgn bertahap jokowi,1
594,81933836,yg presiden jokowi rt winartorachmat alhamdulillah ketemu kombinasi calon presiden wakil presiden jokowi jusuf kalla,0
595,1877767309,padti donk mas hehehe adjhiemurwo yg presiden jokowi rt winartorachmat alhamdulillah ketemu,0
596,1586220050,ekonomi kerakyatan syariah mengambil alih subsidi bantu petani pertanian kuatkan umkm mudahkan perizinan presiden,1
597,-1741489082,rt ariadtyawirawan ekonomi kerakyatan syariah mengambil alih subsidi bantu petani pertanian kuatkan umkm mudahkan perizina,0
598,1244618323,sebentar rakernas pdip hasil prematur capres megawati cawapres jokowi,1
599,1234929974,klau bkan pencitraan utk presiden jokowi hrus tepati jnji memimpin jkrta smpai hbis jbatan politik kejam bro hehe,-1
600,-1198625581,jokowi dipasangkan mantan wakil presiden jusuf kalla ketua dpp partai golkar aburizal bakrie ketua,0
601,-1743208010,survei kompas jokowi capres prabowo ical untung,1
602,-1745293948,solusi pemulihan ekonomi indonesia aburizal bakrie presiden arb president,1
603,-1537963587,warga negara yg hak suara kelak mendukung capres jokowi ahok love,1
604,1349778389,rt profesorkomodo solusi pemulihan ekonomi indonesia aburizal bakrie presiden arb president,1
605,588519436,farhatabbaslaw bener si bang klo abang jd capres jokowi jd wapres ga bang wk,0
606,-1693872938,rt fyfirman wali kota gubernur gubernur presiden jokowi,0
607,-1820860842,gamau milih prabowo ah capres prabowo ndak ndue titit,-1
608,1819520277,hahah gak jantan ya wagyuwoman gamau milih prabowo ah capres prabowo ndak ndue titit,-1
609,989136184,gosipp wagyuwoman gamau milih prabowo ah capres prabowo ndak ndue titit,-1
610,-1176528879,setyoarei walo papan tp gthu nyalonen skrg jd capres jokowi mlh keilangan simpati,-1
611,-1550101568,megawati mantan presiden sby presiden megawati mantan sby sangmantan terselubungdotcom,0
612,-1214823324,tweetramalan presiden aburizal bakrie,1
613,1033429197,kompas bahas survei capres jokowi jd pilihan utama responden blm dicalonkan politik figur emg kental indonesia,0
614,-742741082,bursa kandidat calon presiden jokowi,0
615,-75781378,sunilsudil insyaallah maju rt nissazein bursa kandidat calon presiden jokowi,-1
616,-1695327803,anies baswedan rt nissazein bursa kandidat calon presiden jokowi,-1
617,-1614063472,heh viiviividya sunilsudil insyaallah maju pd mndatang rt nissa bursa kndidat calon presiden jokowi,-1
618,380822457,calon independen taa beliau nurhadiotw anies baswedan rt nissazein bursa kandidat calon presiden jokowi,0
619,1401137321,rt kompas bahas survei capres jokowi jd pilihan utama responden blm dicalonkan politik figur emg kenta,0
620,17061769,presiden megawati soekarnoputri dipilih menduduki jabatan menteri koordinator kesejahteraan rakyat biojk,0
621,-492503343,ppp galang islam bersatu lawan capres jokowi sunarwidjaja mandrygary satriopanilih,-1
622,168867714,ppp galang islam bersatu lawan capres jokowi wirosabun,-1
623,1543445380,ppp galang islam bersatu lawan capres jokowi yettidewi kekenorlin ketoprakireng tbayupatti papapras,-1
624,465516337,gak ppp galang islam bersatu lawan capres jokowi yettidewi kekenorlin ketoprakireng tbayupatti,1
625,-1003885455,ppp galang islam bersatu lawan capres jokowi yaspyu prorepublik jimgunarso herilatief,-1
626,423778761,ppp galang islam bersatu lawan capres jokowi femilyakarina helmihelmimoze saripahwangi yettidewi masbedjo,-1
627,666028267,rt ppp galang islam bersatu lawan capres jokowi yettidewi kekenorlin ketoprakireng tbayupatti papapra,-1
628,-1344187301,ramadan pohan capres pd anis baswdn bikin ko capres jokowi herilatief yaspyu prorepublik jimgunarso,1
629,-576074665,jokowi presiden prabowo penasehat utama ahok gubernur jakarta,1
630,511603103,okezone forum akademisi survey capres jokowi prab mega ical saripahwangi sunarwidjaja,0
631,274434749,okezone forum akademisi survey capres jokowi prab mega ical dedenbasuki,0
632,1587472846,rt okezone forum akademisi survey capres jokowi prab mega ical saripahwangi,0
633,563325814,gak eyang subur sma rhoma rt okezone forum akademisi survey capres jokowi prab mega ical,0
634,-1872917740,okezone forum akademisi survey capres jokowi prab mega ical prorepublik jimgunarso,0
635,630721940,okezone forum akademisi survey capres jokowi prab mega ical,0
636,1629422636,farhatabbaslaw brp ya rt okezone forum akademisi survey capres jokowi prab mega ical,-1
637,112805503,rt jokowi presiden prabowo penasehat utama ahok gubernur jakarta,-1
638,-1347703492,rt gak eyang subur sma rhoma rt okezone forum akademisi survey capres jokowi prab,0
639,1075677536,rt okezone forum akademisi survey capres jokowi prab mega ical,0
640,-212745760,munafik rt ppp galang islam bersatu lawan capres jokowi sunarwidjaja mandrygary,-1
641,80238471,kompak jegal capres jokowi rt satriopanilih kelompok parpol segitu munafiknya kebakaran jengot,-1
642,1515177008,kompak jegal capres jokowi rt satriopanilih kelompok parpol munafiknya knp kebakaran jengot sunarwidjaja,-1
643,-1713437300,negara dpt salah presiden jk rakyatnya bodoh miskin pengaruh kekuatan sihir dukun media,0
644,836764780,beautiful rt farhatabbaslaw negara dpt salah presiden jk rakyatnya bodoh miskin pen,0
645,561304234,rt farhatabbaslaw negara dpt salah presiden jk rakyatnya bodoh miskin pengaruh kekuatan,0
646,1555623317,sblm jd capres lu rakyat farhatabbaslaw negara dpt salah presiden jk rakyatnya bodoh mi,0
647,-1954966115,sperti memilih jd presiden adl orang yg goblok rt farhatabbaslaw negara dpt salah presiden jk,-1
648,704064247,milih njenengan salah rt farhatabbaslaw negara dpt salah presiden jk rakyatnya bodoh,-1
649,60813161,rt azariahans sblm jd capres lu rakyat farhatabbaslaw negara dpt salah presiden jk rak,0
650,-1087672029,lbih salah lg klo milih lo rt farhatabbaslaw negara dpt salah presiden jk rakyatnya bodoh mi,-1
651,1464919353,betuul setyoarei walo papan tp gthu nyalonen skrg jd capres jokowi mlh keilangan simpati,-1
652,-1116385824,farhatabbaslaw negara dpt salah presiden jk rakyatnya bodoh miskin pengaruh k,0
653,-1387704935,rt gigihpuji kolaborasi ideal presiden wakil presiden,1
654,946833887,presiden mahfud md wapres dr samsul pertumbuhan ekonomi kota kediri tertinggi jawa timur dr,1
655,-682527517,pasangan yg cocok capres prabowo wapres jokowi memiliki kriteria yg yg setuju bolek retwet,1
656,1758308604,konvensi capres mahfud md lolos berita kabar,0
657,794469657,demokrasi ppp galang islam bersatu lawan capres jokowi yettidewi kekenorlin,-1
658,-209405478,rt beritakabar konvensi capres mahfud md lolos berita kabar,1
659,-1920337814,rt presiden mahfud md wapres dr samsul pertumbuhan ekonomi kota kediri tertinggi jawa timu,1
660,-1911022399,stujuuu rt presiden mahfud md wapres dr samsul pertmbuhn ekonomi kota kediri tertinggi jatim,1
661,927127985,setuju jokowi presiden jokowiri,1
662,505054074,oke sumpah pocong farhatabbaslaw negara dpt salah presiden jk pengaruh kekuatan sihir dukun media,0
663,-521591256,golkar udah terbeli capres arb pdip hanura gerindra nasdem beginu,-1
664,1214613480,supporter pd terkenal asma rt andikayunani golkar udah terbeli capres arb pdip hanura gerindra nasdem beginu,-1
665,-553696596,rt wibag supporter pd terkenal asma rt andikayunani golkar udah terbeli capres arb pdip hanura gerindra nasde,-1
666,-1390230917,rt andikayunani golkar udah terbeli capres arb pdip hanura gerindra nasdem beginu,-1
667,-1503908906,bumn dahlan iskan menyayangkan mantan wakil presiden jusuf kalla bersedia mengikuti konvensi capres partai demokrat,-1
668,-550373222,klo jk seru rt bumn dahlan iskan menyayangkan mantan wakil presiden jusuf kalla bersedia men,1
669,1153491927,dahlan iskan presiden dahlan berambisi indonesia mengalahkan perekonomian meksiko,1
670,-1434026099,asik rt suksesworld dahlan iskan presiden dahlan berambisi indonesia mengalahkan perekonomian meksiko,1
671,-1097092093,pilkada jatim jokowi menuhin tl takut ya jokowi jd presiden jokowi mmng magnet dibhs fpi,-1
672,-769229998,rt triskimya pilkada jatim jokowi menuhin tl takut ya jokowi jd presiden jokowi mmng magnet dibhs selai,-1
673,-957130292,bangsaidjempol kalah dlm pilgub dlm pemilihan presiden banteng moncong putih menang capres jokowi,0
674,-1813249736,rt bangsaidjempol kalah dlm pilgub dlm pemilihan presiden banteng moncong putih menang,0
675,-19091201,jokowi urus jkt gak bgt deh kalo presiden jokowi kapasitas jokowi sbg gub dki blm teruji,-1
676,482373776,alhamdulillah bertambah daftar yg menolak capres mahfud md pd silahkan coba undang anis mata deh kali aja,-1
677,233028511,jk berperan pdip b capres sngt politik koalisi ramai,1
678,97356896,calonkan presiden jokowi mencari partai yg bersedia mengusungnya kompasdotkom,-1
679,-1961797246,dahlan presiden mahfud wkl ekonomi maju hukum ditegakkan jd adil n makmur mantap,1
680,-1829098888,calon presiden arb rt alphydrughi hai kak calon ketua,1
681,1776764343,rt calon presiden arb rt alphydrughi hai kak calon ketua,1
682,-413067068,rustriningsih hadiri wawancara komite konvensi capres dahlan tolol,0
683,-791511535,habibie presiden jokowi wakilpresiden keren kayaknya,1
684,2015860283,utk capres mahfud sosialisasi oktober capres definitif,1
685,-356952178,bodoh percaya bacotan elu cah rt farhatabbaslaw negara dpt salah presiden jk saj,0
686,-201553338,presiden megawati zaman presiden kah kali proyek jalan layang bangun kuistravelerspnj,0
687,31508348,rt travelerspnj presiden megawati zaman presiden kah kali proyek jalan layang bangun kuistravele,0
688,1772792958,oh gua nanya sodara googling gusdur min coba jelasiin travelerspnj presiden megawati zaman presiden kah,0
689,-395249001,tuitsemarang tolak konvensi capres mahfud md dinilai melek politik semarang tuit,1
690,-1759639416,rt capres jokowi cawapres dahlan iskan joss ki,1
691,-49180332,repot bikin iklan capres jokowi turun bubar,1
692,-1090678229,lo turun sup yusufadiwinata repot bikin iklan capres jokowi turun bubar,0
693,-529677489,wkwk yoman klo slot mah dimaspanduu lo turun sup yusufadiwinata repot bikin iklan capres jokowi,0
694,-1914097497,jk ketidakadilan penyebab konflik terbesar jakarta mantan wakil presiden jusuf kalla penyebab terbesar konfl,0
695,1328042083,rt yusufadiwinata repot bikin iklan capres jokowi turun bubar,1
696,-982809087,capres jokowi rt zodeep sengaja tvoon siarin ulang demo metromini mulu giliran lapindo ga berita herilatief,0
697,-90956377,rt capres jokowi rt zodeep sengaja tvoon siarin ulang demo metromini mulu giliran lapindo ga berita,0
698,-206818714,gerindra impikan pasangan capres prabowo cawapres ahok akn ad perubahan yg sngat indonesia,1
699,-1762468059,ditolak jk mahfud konvensi demokrat habis penolakan mantan wakil presiden jusuf kalla jk mengikuti konvensi,-1
700,-1086139628,peserta konvensi berkaca jk mahfud mantan wakil presiden jusuf kalla mantan ketua mahkamah,1
701,794001985,nyata ay anak capres arb lo wkwk aidielradianni ja sekalinya hha rt tu pas kena jam nya ja kytu haha,-1
702,-1198548326,klo next presiden jokowi mantaap x ya wlau kliatannya blom capable utk jd presiden spertinya pribadi yg sederhana jujur,1
703,-1365371192,anak udin kesah handak anak capres wkwk rt nyata ay anak capres arb lo wkwk aidielradianni ja sekaliny,-1
704,673991047,rt klo next presiden jokowi mantaap x ya wlau kliatannya blom capable utk jd presiden spertinya pribadi yg sederhana juj,1
705,-704665711,smoga taun dpan nyusul aminnn umminfo menteri mantan presiden megawati hadir wisudaumm,0
706,1549259877,kemarin nuh salut bt umm rt umminfo menteri mantan presiden megawati hadir wisudaumm pesmabaumm,0
707,1598616276,amin belajar yg rajin dlu ya smoga taun dpan bs nyusul aminnn umminfo menteri hgga mantan presiden megawati,0
708,-1824948457,doakan skripsi lncar ya minnn umminfo amin belajar yg rajin dlu ya umminfo menteri hgga mantan presiden megawati,0
709,1758860125,nyusul umminfo menteri mantan presiden megawati hadir wisudaumm,0
710,-1814760525,rt kemarin nuh salut bt umm rt umminfo menteri mantan presiden megawati hadir wisud,0
711,-322585692,jk ingatkan capres konvensi terbuka jakarta mantan wakil presiden jusuf kalla tokoh yan,0
712,450823467,tolak konvensi golkar beruntung miliki jk sikap mantan wakil presiden jusuf kalla jk,1
713,-380726397,mantan wakil presiden jusuf kalla tokoh konvensi calon presiden partai demokra,0
714,-1043051580,rt mantan wakil presiden jusuf kalla tokoh konvensi calon presiden,0
715,-1458137169,rt mantan wakil presiden jusuf kalla tokoh konvensi calon presiden,0
716,-966956588,rt mantan wakil presiden jusuf kalla tokoh konvensi calon presiden part,0
717,1459595834,capres jokowi pusing demo supir kopaja kataberita,-1
718,1669260411,ahh palingan kampanye umminfo menteri mantan presiden megawati hadir wisudaumm pesmabaumm,0
719,84932090,konvensi calon pemilih visi gagasannya kelak presiden jokowi,0
720,-1116190304,kunjungan presiden indonesia polandia presiden soekarno presiden megawati sbykunjungln,0
721,1463517102,rt rendranila konvensi calon pemilih visi gagasannya kelak presiden joko,0
722,-849538456,rt skpbidanghi kunjungan presiden indonesia polandia presiden soekarno presiden megawati,0
723,-1227688858,presiden membangun memperbaiki karakter merdeka semoga sehat,1
724,1041393430,rt ariadtyawirawan presiden membangun memperbaiki karakter merdeka semoga sehat,1
725,98688677,tuitjakarta maju capres jokowi bertemu lawan berat jakarta tuit,-1
726,2129793947,charta politica analis survey prediksi capres jokowi menang herilatief helmikamaruddin carterrhans sabripergerakan,0
727,2104141447,charta politica analis survey prediksi capres jokowi menang prorepublik carterrhans sabripergerakan,0
728,1365562931,maju capres jokowi bertemu lawan berat berita kabar,-1
729,716199297,rt charta politica analis survey prediksi capres jokowi menang prorepublik carterrhans,0
730,-952343214,rt beritakabar maju capres jokowi bertemu lawan berat berita kabar,-1
731,-57148141,rt charta politica analis survey prediksi capres jokowi menang carterrhans sabripergerakan,0
732,-139483794,charta politica analis survey prediksi capres jokowi menang capres konvensi pd keok,0
733,1226026003,rt azytj nama peserta konvensi partai demokrat menentukan wakil presiden calon presiden aburizal bakrie partai golkar right,1
734,-1620691934,survey mega gak lepaskan jokowi capres jokowi jd capres dr partai dicap pengkhianat pdip,-1
735,61537675,rt vitralaviola survey mega gak lepaskan jokowi capres jokowi jd capres dr partai dicap pengkh,-1
736,1523745555,beuu ko ramadan pohan capres pd anis baswdn bikin ko capres jokowi herilatief prorepublik,-1
737,115497450,dindapratiwiwi kaya presiden megawati gtu skali libur lngsung libur gtu,1
738,401567480,lembg survey unggulkan capres jokowi masbedjo ruhutsitompul bobbyendhut yettidewi,0
739,-1467963904,lembg survey unggulkan capres jokowi yaspyu satriopanilih,0
740,1958116866,lembg survey capres jokowi suara capres konvensi pd dibawah herilatief satriopanilih,0
741,328149269,lembg survey capres jokowi suara capres konvensi pd dibawah masbedjo ruhutsitompul,0
742,1483964506,lembg survey capres jokowi suara capres konvensi pd dibawah herilatief yaspyu,0
743,-408879907,lembg survey capres jokowi suara capres konvensi pd dibawah sunarwidjaja venatordaemonum prorepublik,0
744,-903424461,lembg survey capres jokowi suara capres konvensi pd dibawah santiyustika samuelkoto masbedjo,0
745,555102310,lawan ttp aja g sanggup mlawan rt rt lembg survey capres jokowi ruhutsitompul,1
746,1166444226,capres konvensi pd rt tbayupatti absolutely lembg survey capres jokowi suara capres pd herilatief,0
747,-1983562722,capres konvensi pd pd go hell survey capres jokowi suara capres konvensi pd,0
748,157203860,rt capres konvensi pd rt tbayupatti absolutely lembg survey capres jokowi suara capres pd heril,0
749,-1006278870,rt lembg survey capres jokowi suara capres konvensi pd dibawah masbedjo ruhutsito,0
750,-1114250932,rt lembg survey capres jokowi suara capres konvensi pd dibawah herilatief,0
751,1371555471,boohoo capres konvensi pd pd go hell survey capres jokowi suara konvensi pd,0
752,-1430356814,rt boohoo capres konvensi pd survey capres jokowi suara pd go hell herilatief,0
753,-1976148047,rt boohoo capres konvensi pd pd go hell survey capres jokowi suara,0
754,-1045011537,presiden dahlan pakai sepatu kets cintailah produk indonesia dahlan jempol,1
755,1399598435,presiden dahlan pakai sepatu kets berita kabar,1
756,310450345,rt rt boohoo capres konvensi pd survey capres jokowi suara pd go hell,0
757,-339191234,bpk jg sulthanfatoni muhaimin sda nu yg msk bursa capres jk mahfudh isran noor amm,1
758,1170079525,rt meftahfaredmh bpk jg sulthanfatoni muhaimin sda nu yg msk bursa capres jk mahfudh,1
759,-1605538326,beliau jenderal bintang tdk menjabat panglima tni gagal laporan keburu masuk presiden megawati,0
760,1655114330,tinggal lht aj jenderal presiden megawati spa aja,0
761,-1831327433,klo gagal knapa densus dipiara skrng gagal laporan keburu masuk presiden megawati,0
762,-1575107390,rr mantan kepala staf ad yg dicalonkan presiden megawati,0
763,-1476975324,jendral polisi jaman presiden megawati,0
764,-1162227179,rt beliau jenderal bintang tdk menjabat panglima tni gagal laporan keburu masuk presid,0
765,-710613800,hrsnya pdip capreskan ybs lembg survey capres jokowi suara capres konvensi pd dibawah,1
766,-1986415078,rt prorepublik hrsnya pdip capreskan ybs lembg survey capres jokowi suara capres konvensi pd dibawah,1
767,153989811,aburizalbakrie golkar suara kejayaan parti penguaasa orde arb,1
768,700073202,kalah ya lembg survey capres jokowi suara capres konvensi pd dibawah herilatief,0
769,826698996,rt aburizalbakrie golkar suara kejayaan parti penguaasa orde arb,1
770,1075386664,kompascom percaya integritas mendukung mahfud md jokowi dahlan iskan mahfud md hebat,1
771,-1819022289,rt wirosables kalah ya lembg survey capres jokowi suara capres konvensi pd dibawah herilatief,0
772,-830968343,rt kholidmusyaddad kompascom percaya integritas mendukung mahfud md jokowi dahlan iskan mah,1
773,-1159472114,kalo golkar udh capres aburizal ya suara ga survei urusin lapindo aja kali ga,-1
774,-1141062846,amorberacun jokowi dodo,1
775,-1735954430,rt amorberacun jokowi dodo,1
776,-455010698,haha nan rancak ko capres baswedan iko den mah davilubis,0
777,-428382874,ayotebak nama kabinet presiden megawati,0
778,684170852,rt haha nan rancak ko capres baswedan iko den mah davilubis,0
779,-450654319,kolaborasi generasi muda senior pasangan calon presiden wiranto calon wakil presiden hary,0
780,881594517,rt politikhangat kolaborasi generasi muda senior pasangan calon presiden wiranto calon wakil presiden hary,0
781,-542693032,kalo bu presiden megawati kuliah unpad nggak kelar sarjana,0
782,-573857230,kalo jokowi presiden prabowo mentri pemberdayaan wanita wiranto mentri agama,1
783,-1642906345,presiden gubernur ganjarpranowo walikota hendrarprihadi wakilrakyat juliaribatubara pdiperjuangan jateng cc pramonoanung,0
784,1864460343,rt kalo jokowi presiden prabowo mentri pemberdayaan wanita wiranto mentri agama,1
785,-610092720,visi misi anies baswedan presiden dahlan tolol,1
786,272481929,nyampe rumah trus liat trans tv loh calon presiden arb lg gk diatas podium eh yp ketang hha,-1
787,2018413681,rt nyampe rumah trus liat trans tv loh calon presiden arb lg gk diatas podium eh yp ket,-1
788,1755027669,wiranto ht pasangan capres lintas generasi pasangan calon presiden wiranto calon wakil presiden hary,0
789,1698592219,rt politikhangat wiranto ht pasangan capres lintas generasi pasangan calon presiden wiranto calon wakil presiden hary,0
790,1473712600,klo bahas duet capres gmn rt bahas enaknya malam,1
791,-1670192355,isu capres jokowi politik pecah belah mengurangi hormat jokowi lover terkait aspirasi kencang,0
792,-857030220,rt isu capres jokowi politik pecah belah mengurangi hormat jokowi lover terkait aspirasi,0
793,-1614403550,kunjungan presiden sby polandia adlh kunjungan presiden ri kunjungan presiden soekarno presiden megawati,0
794,-892029603,rt sbyudhoyono kunjungan presiden sby polandia adlh kunjungan presiden ri kunjungan presiden soekarno,0
795,-214947206,edi pramono rival berat capres dahlan anis basw nadrezdbanks satriopanilih herilatief prorepublik masbedjo,0
796,-534331013,ibas edi pramono rival berat sy cm capres dahlan anis nadrezdbanks satriopanilih herilatief prorepublik masbedjo,0
797,-1968807145,edi pramono rival berat capres dahlan anis basw harunburniat,0
798,1698984895,edi pramono rival berat capres dahlan anis basw ajaazwar dedenbasuki kodratarief caszt,0
799,-612831942,coba ngikut edi pramono rival berat capres dahlan anis basw ajaazwar dedenbasuki,0
800,1896840177,edi pramono rival berat capres dahlan anis basw andydmas onaldart edodanu kalamanaya santiyustika,0
801,2111903232,rmol edi pramono rival berat capres dahlan anis basw ajaazwar wirosables,0
802,734228616,rmol edi pramono rival berat capres dahlan anis basw kissmiyanto dakipah azqhavakhrian,0
803,-1317798702,rt kptsan tgn beye koq sunarwidjaja coba ngikut edi p rival berat sy capres dahlan anis basw ajaazwar,0
804,717689017,rt rt kptsan tgn beye koq sunarwidjaja coba ngikut edi p rival berat sy capres dahlan anis,0
805,-724093963,diawal kebijakan menggilir jabatan tepatnya era reformasi presiden megawati menjelang jabatannya,0
806,263117368,kumaha edi rmol edi pramono rival berat capres dahlan anis basw kissmiyanto,0
807,103017995,jokowi belom layak dunk jd presiden jokowi kampanye dibeberapa pilkada ngk effect,-1
808,-178353526,rt rmol edi pramono rival berat capres dahlan anis basw ajaazwar,0
809,1705373971,kampanye utk aji mumpung ga etis bintangmangkauk blm layak presiden jokowi kampanye dibeberapa pilkada,-1
810,414135868,rt kampanye utk aji mumpung ga etis bintangmangkauk blm layak presiden jokowi kampany,-1
811,-581771744,rt kampanye utk aji mumpung ga etis bintangmangkauk blm layak presiden jokowi kampany,-1
812,165959987,gatau gue gasuka sm capres aburizal bakrie,-1
813,308660247,presiden jokowi wapres ahok gubernur dki risma bupati sidoarjo arb,0
814,-1955992516,rt imjustdoney presiden jokowi wapres ahok gubernur dki risma bupati sidoarjo arb,0
815,1101550179,rt hahaha imjustdoney presiden jokowi wapres ahok gubernur dki risma bupati sidoarjo arb,0
816,-509818184,wacana wacana pasangan capres jk jokowi mudah mudahan kenyataan aamiin ya allah,1
817,1970640697,politik ilmu silat dikeluarkan spt jk yg bawa jokowi jk yg rekomen mega jk cawapres jk bs jd capres,0
818,-77718658,rt yudarmandha wacana wacana pasangan capres jk jokowi mudah mudahan kenyataan aamiin ya allah,1
819,1405585437,rt politik ilmu silat dikeluarkan spt jk yg bawa jokowi jk yg rekomen mega jk cawapres jk,0
820,436562375,berselang aceh menjajikan pekan kebudayaan aceh iv yg dibuka presiden megawati acehculturefest,0
821,-1441596042,rt berselang aceh menjajikan pekan kebudayaan aceh iv yg dibuka presiden megawati,0
822,482436656,jk yg bawa jokowi politik ilmu silat dikeluarkan spt jk yg bawa jokowi jk yg rekomen mega jk,0
823,-791176077,prfmnews presiden prabowo wakil sutiyoso prabowo ketangguhan ketegasan sutiyoso penopang prabowo,1
824,217574562,rakyat negara tdk presiden,1
825,1008280047,rt rakyat negara tdk preside,1
826,-1085190965,ruhut timses edi pramono unggul capres jokowi herilatief kalongmbengi tbayupatti,-1
827,-283989379,ruhut timses edi pramono unggul capres jokowi satriopanilih aldonaren randenjoe mybesar agensemesta masbedjo,-1
828,-2109298311,ruhut timses edi pramono unggul capres jokowi atapmiring galihkusuma mandrygary bangadlin lellykustiandi danieelst,-1
829,416046270,rt rakyat negara tdk preside,1
830,851991733,rt ruhut timses edi pramono unggul capres jokowi satriopanilih aldonaren randenjoe mybesar agensem,-1
831,513844534,rt ruhut timses edi pramono unggul capres jokowi herilatief kalongmbengi tba,-1
832,1069043880,capres vs saingan terkuat ato capres yg bs mengalahkan kandidat sharing,0
833,588022258,semoga mega rela gak maju capres jokowi didukung maju jokowi capres jk cawapres diannounce happy day,1
834,524416402,rt semoga mega rela gak maju capres jokowi didukung maju jokowi capres jk cawapres diannounce,1
835,620829311,rt politikcerdas capres vs saingan terkuat ato capres yg bs mengalahkan,0
836,-101241734,rt lpmeureka tanggal novermber peringatan aksara sedunia presiden megawati soekarno putri aksara,0
837,170284167,bpk yg sy sy kpd presiden soeharto pd wakil presiden megawati pd thn,0
838,-335512813,nasi nasi nyalonin presiden aburizal hahaha xd,-1
839,-2003045712,gak cck aah ratna sarumpaet presiden,0
840,595060779,xd yudittama nasi nasi nyalonin presiden aburizal hahaha xd,-1
841,1172447645,koalisi parpol islam usung capres dahlan iskan andydmas masbedjo joemutalake samuelkoto,0
842,-307205910,mantan wakil presiden jusuf kalla mengaku hambatan serius duet jokowi pilpres,0
843,-663323490,rt radioelshinta mantan wakil presiden jusuf kalla mengaku hambatan serius duet jokowi pilpres,0
844,1187680130,reformasi pramono terpilih ajudan presiden megawati soekarno putri,0
845,989057523,anies uda pd tau rt jatiandrianto baswedan bisniscom bursa capres,0
846,-609938122,nkri mari satukan jokowi capres dahlan iskan cawapres aj indonesia jaya menguasai dunia,1
847,-150930332,bs diraba kandidat capres dahlan jokowi prabowo nan tngn,1
848,220561564,rt bs diraba kandidat capres dahlan jokowi prabowo nan tngn,1
849,-875680849,rt goniktama nkri mari satukan jokowi capres dahlan iskan cawapres aj indonesia jaya meng,1
850,229974349,jokowi jk mantan wakil presiden jusuf kalla berduet,0
851,1393994164,sudjiwotedjo presiden arb yg ngiklan tv one sih,0
852,-1534975882,tuitindonesia calon presiden prabowo dijegal koruptor indonesia tuit,-1
853,-678460790,rt tuitindonesia tuitindonesia calon presiden prabowo dijegal koruptor indonesia tuit,-1
